state_postal,NHSLDMEM,DRYRUSE,ELWATER,CDD30YR_PUB,WASHLOAD,KWH,DRYRFUEL_Electricity,DRYRFUEL_NA,DRYRFUEL_Natural_Gas,DRYRFUEL_Propane,FUELHEAT_Electricity,FUELHEAT_Fuel_Oil,FUELHEAT_Natural_Gas,FUELHEAT_Other,FUELHEAT_Propane,FUELHEAT_Wood,OUTGRILLFUEL_Natural_Gas,OUTGRILLFUEL_Propane
PA,1,3,1,569,3,5470.71,1,0,0,0,1,0,0,0,0,0,0,0
NY,3,3,0,589,3,6633.79,0,0,1,0,0,0,1,0,0,0,0,1
MA,1,-2,1,731,-2,2095.05,0,1,0,0,1,0,0,0,0,0,0,0
CT,1,-2,1,820,-2,2076.1,0,1,0,0,1,0,0,0,0,0,0,0
OH,3,4,0,643,4,8181.87,0,0,1,0,0,0,1,0,0,0,0,1
NY,2,1,0,645,1,3314.74,0,0,1,0,0,0,1,0,0,0,0,0
RI,1,3,0,715,3,2380.1,0,0,1,0,0,0,1,0,0,0,0,0
IN,1,4,0,770,4,10779.44,0,0,1,0,0,0,1,0,0,0,1,0
MI,2,3,0,584,3,4987.06,1,0,0,0,0,0,1,0,0,0,0,0
MA,1,2,1,737,2,5088.99,1,0,0,0,1,0,0,0,0,0,0,0
OH,2,2,0,1289,1,9174.7,1,0,0,0,0,0,1,0,0,0,0,1
IL,6,3,0,723,3,11031.36,0,0,1,0,0,0,1,0,0,0,0,0
IA,1,0,0,798,3,4532.99,1,0,0,0,0,0,1,0,0,0,0,0
NY,1,1,0,518,1,6249.68,1,0,0,0,0,0,1,0,0,0,0,1
MA,3,2,1,634,2,7436.04,1,0,0,0,1,0,0,0,0,0,0,0
IL,1,-2,0,1034,-2,3821.16,0,1,0,0,0,0,1,0,0,0,0,0
NH,1,1,0,480,1,3025.95,1,0,0,0,0,0,1,0,0,0,0,1
IL,1,1,1,697,1,1952.48,1,0,0,0,1,0,0,0,0,0,0,0
NY,4,4,0,566,4,15218.1,1,0,0,0,0,0,1,0,0,0,0,1
RI,3,4,0,714,4,8014.85,1,0,0,0,0,0,1,0,0,0,0,1
IN,2,2,0,906,2,6057.56,0,0,1,0,0,0,1,0,0,0,0,0
RI,4,8,0,523,8,5674.18,1,0,0,0,0,1,0,0,0,0,0,1
IL,5,9,1,844,10,16993.28,1,0,0,0,0,0,1,0,0,0,0,1
IA,2,2,0,1108,2,10407.97,0,0,1,0,0,0,1,0,0,0,1,0
IA,1,2,1,1094,2,6154.08,1,0,0,0,0,0,1,0,0,0,0,1
IL,4,4,0,977,4,7872.79,0,0,1,0,0,0,1,0,0,0,0,0
IA,2,2,0,931,2,7808.36,1,0,0,0,0,0,1,0,0,0,0,1
MI,2,2,0,554,2,5075.9,0,0,1,0,0,0,1,0,0,0,0,1
CT,4,4,1,693,4,8284.81,1,0,0,0,0,1,0,0,0,0,0,0
CT,2,3,1,573,5,20164.96,0,0,1,0,0,0,1,0,0,0,0,1
MI,1,1,0,698,1,4538.68,0,0,1,0,0,0,1,0,0,0,0,1
IN,4,8,1,991,8,29876.49,1,0,0,0,1,0,0,0,0,0,0,0
NE,3,7,1,871,10,27430.78,1,0,0,0,0,0,1,0,0,0,1,0
RI,3,4,0,729,4,8707.86,1,0,0,0,0,0,1,0,0,0,0,1
MA,3,-2,0,583,-2,2577.66,0,1,0,0,0,1,0,0,0,0,0,0
NY,2,1,1,380,1,10574.52,1,0,0,0,0,0,0,0,1,0,0,1
RI,2,-2,0,741,-2,1972.9,0,1,0,0,0,0,1,0,0,0,0,0
IL,4,5,0,920,5,4782.96,1,0,0,0,0,0,1,0,0,0,0,0
NY,7,3,0,513,5,20766.31,0,0,1,0,0,0,1,0,0,0,0,0
NY,2,3,0,439,3,11873.36,1,0,0,0,1,0,0,0,0,0,0,1
PA,2,6,1,621,6,3090.7,1,0,0,0,1,0,0,0,0,0,0,0
IN,7,12,0,782,10,17319.95,0,0,1,0,0,0,1,0,0,0,0,1
OH,3,1,0,908,1,8028.43,1,0,0,0,0,0,1,0,0,0,0,0
MI,3,1,0,535,1,5247.05,0,0,1,0,0,0,1,0,0,0,0,1
MA,1,-2,0,481,-2,2179.9,0,1,0,0,0,0,1,0,0,0,0,0
MA,1,-2,0,719,-2,1304.29,0,1,0,0,0,0,1,0,0,0,0,0
NY,3,7,1,532,7,30123.59,1,0,0,0,1,0,0,0,0,0,0,1
IA,3,8,0,790,8,6291.51,0,0,1,0,0,0,1,0,0,0,0,0
MA,2,3,0,633,3,3921.56,1,0,0,0,0,1,0,0,0,0,0,1
RI,1,-2,1,694,-2,7348.08,0,1,0,0,1,0,0,0,0,0,0,0
CT,2,-2,1,768,-2,1259.66,0,1,0,0,1,0,0,0,0,0,0,0
NY,5,7,0,544,7,11035.95,1,0,0,0,0,0,1,0,0,0,0,1
RI,1,2,0,741,2,9214.68,1,0,0,0,0,1,0,0,0,0,0,0
IL,5,4,0,720,4,9269.17,0,0,1,0,0,0,1,0,0,0,0,1
OH,3,6,0,875,6,9964.75,0,0,1,0,0,0,1,0,0,0,0,0
IL,4,5,0,678,5,11650.0,0,0,1,0,0,0,1,0,0,0,0,1
OH,4,4,0,1268,4,20180.72,1,0,0,0,0,0,1,0,0,0,0,1
IL,4,5,0,1136,5,9854.59,1,0,0,0,0,0,1,0,0,0,0,1
NY,4,5,0,528,5,7834.36,0,0,1,0,0,0,1,0,0,0,0,1
NY,2,5,1,536,6,12551.53,1,0,0,0,0,0,1,0,0,0,0,1
MA,4,14,0,503,14,26774.61,0,0,1,0,0,0,1,0,0,0,0,1
RI,3,15,0,754,14,12796.82,0,0,1,0,0,0,1,0,0,0,0,1
MI,1,-2,0,785,-2,4305.03,0,1,0,0,0,0,1,0,0,0,0,0
MI,2,3,0,481,3,11306.43,0,0,1,0,0,0,1,0,0,0,0,0
NJ,3,1,0,1159,1,3215.87,0,0,1,0,0,0,1,0,0,0,0,0
IL,2,3,0,631,3,10921.97,1,0,0,0,0,0,1,0,0,0,0,1
MA,1,1,0,534,1,4707.56,0,0,1,0,0,0,1,0,0,0,0,0
MA,2,-2,1,668,-2,4396.21,0,1,0,0,0,1,0,0,0,0,0,0
OH,2,1,0,1019,1,6992.07,1,0,0,0,0,0,1,0,0,0,0,1
IN,2,3,1,956,3,15331.75,1,0,0,0,1,0,0,0,0,0,0,1
IL,1,1,0,985,1,2664.47,0,0,1,0,0,0,1,0,0,0,0,0
MA,4,1,0,522,1,8582.52,1,0,0,0,0,0,1,0,0,0,0,1
MA,4,7,1,797,7,15810.83,1,0,0,0,1,0,0,0,0,0,0,1
IL,1,-2,0,1064,-2,7473.53,0,1,0,0,1,0,0,0,0,0,0,0
NE,5,7,1,981,7,15934.16,1,0,0,0,0,0,1,0,0,0,0,1
OH,3,8,0,924,8,13602.5,1,0,0,0,0,0,1,0,0,0,0,1
IN,2,9,1,757,9,24677.69,1,0,0,0,0,0,1,0,0,0,0,1
IL,1,4,1,1078,4,5123.49,1,0,0,0,1,0,0,0,0,0,0,0
PA,2,1,1,849,1,7643.96,1,0,0,0,1,0,0,0,0,0,0,0
NY,1,2,0,555,2,4875.41,0,0,1,0,0,0,1,0,0,0,0,1
PA,4,5,1,791,5,16184.89,1,0,0,0,1,0,0,0,0,0,0,0
NY,2,13,0,621,5,7167.66,1,0,0,0,0,0,1,0,0,0,0,1
RI,5,6,0,604,6,10281.07,1,0,0,0,0,0,1,0,0,0,0,1
MA,1,-2,0,471,-2,1938.88,0,1,0,0,1,0,0,0,0,0,0,0
IL,2,0,0,895,0,3985.6,1,0,0,0,0,0,1,0,0,0,0,0
OH,1,0,1,726,1,5418.92,1,0,0,0,1,0,0,0,0,0,0,0
MA,2,2,0,691,2,4610.19,1,0,0,0,0,1,0,0,0,0,0,1
CT,1,-2,0,801,-2,791.19,0,1,0,0,1,0,0,0,0,0,0,0
IL,2,14,0,613,14,6445.18,0,0,1,0,0,0,1,0,0,0,0,0
RI,3,4,0,581,4,7290.33,1,0,0,0,0,1,0,0,0,0,0,0
MA,1,3,0,506,3,2287.73,0,0,1,0,0,0,1,0,0,0,0,0
IL,2,6,1,1047,6,20812.66,0,0,1,0,0,0,1,0,0,0,0,0
OH,3,7,0,874,6,14227.99,1,0,0,0,0,0,1,0,0,0,0,1
OH,2,-2,0,1051,-2,3374.27,0,1,0,0,1,0,0,0,0,0,0,0
IN,1,1,1,633,1,6111.49,1,0,0,0,1,0,0,0,0,0,0,0
MA,3,3,0,562,3,13559.85,1,0,0,0,0,1,0,0,0,0,0,1
IN,1,2,1,1110,2,9403.55,1,0,0,0,1,0,0,0,0,0,0,0
MA,2,2,0,507,2,3714.4,1,0,0,0,0,0,1,0,0,0,0,0
MA,2,-2,1,543,-2,5146.57,0,1,0,0,1,0,0,0,0,0,0,0
IN,1,2,0,832,3,6380.32,0,0,1,0,0,0,1,0,0,0,0,1
CT,7,4,0,797,4,8608.67,1,0,0,0,0,0,1,0,0,0,0,1
IN,1,2,0,814,2,4935.38,1,0,0,0,0,0,1,0,0,0,0,0
MA,4,3,0,811,3,4116.1,1,0,0,0,0,0,1,0,0,0,0,1
MO,2,2,0,1225,2,12424.23,1,0,0,0,0,0,1,0,0,0,0,0
NJ,4,0,1,1027,6,6265.83,1,0,0,0,1,0,0,0,0,0,0,0
IN,1,1,1,897,1,4578.93,1,0,0,0,1,0,0,0,0,0,0,0
IN,1,1,1,1104,1,9037.2,1,0,0,0,0,0,0,0,1,0,0,0
MI,2,4,1,703,4,4358.45,1,0,0,0,0,0,1,0,0,0,0,1
OH,2,6,1,928,6,21452.29,1,0,0,0,1,0,0,0,0,0,0,0
MI,1,2,0,533,2,5086.55,1,0,0,0,0,0,1,0,0,0,0,0
MA,1,-2,1,526,-2,6735.78,0,1,0,0,1,0,0,0,0,0,0,0
MA,2,3,0,462,3,6954.45,1,0,0,0,0,0,1,0,0,0,0,1
NY,2,2,0,538,2,11714.72,0,0,1,0,0,0,1,0,0,0,0,1
NY,1,3,0,549,3,3653.91,0,0,1,0,0,0,1,0,0,0,1,0
PA,2,4,1,809,2,11685.67,1,0,0,0,1,0,0,0,0,0,0,0
NE,1,8,0,887,8,4762.39,1,0,0,0,0,0,1,0,0,0,0,0
PA,2,2,0,760,2,7363.94,1,0,0,0,0,0,1,0,0,0,0,0
MA,2,2,0,514,2,7535.76,1,0,0,0,0,1,0,0,0,0,0,1
IL,2,2,0,764,2,6492.25,0,0,1,0,0,0,1,0,0,0,0,1
OH,6,10,0,604,10,19479.36,1,0,0,0,0,0,1,0,0,0,0,1
MA,2,-2,0,680,-2,4894.82,0,1,0,0,0,0,1,0,0,0,0,0
OH,1,2,0,844,2,2445.51,1,0,0,0,0,0,1,0,0,0,0,1
OH,1,1,0,920,1,4417.15,0,0,1,0,0,0,1,0,0,0,0,0
IL,4,4,0,665,4,12055.42,1,0,0,0,0,0,1,0,0,0,0,1
NE,4,5,0,964,5,13116.62,1,0,0,0,1,0,0,0,0,0,0,1
MI,2,3,0,474,3,8370.64,1,0,0,0,0,0,1,0,0,0,0,0
PA,2,4,0,691,4,9586.25,1,0,0,0,0,0,1,0,0,0,0,0
MI,2,5,0,610,5,9040.35,0,0,1,0,0,0,1,0,0,0,0,0
MA,2,4,0,591,4,5990.09,1,0,0,0,0,1,0,0,0,0,0,1
RI,1,4,0,722,4,3263.99,1,0,0,0,0,1,0,0,0,0,0,1
IL,2,3,0,1100,3,3913.63,0,0,1,0,0,0,0,0,0,0,0,0
NH,1,-2,1,566,-2,4706.68,0,1,0,0,0,0,1,0,0,0,0,1
MA,2,4,0,534,4,10928.09,1,0,0,0,0,1,0,0,0,0,0,1
IL,5,5,0,881,5,9785.79,0,0,1,0,0,0,1,0,0,0,0,0
MA,4,1,0,642,1,5958.44,1,0,0,0,0,1,0,0,0,0,0,0
NH,1,2,0,473,2,2914.85,1,0,0,0,0,0,1,0,0,0,0,0
PA,2,8,1,719,9,6566.57,1,0,0,0,1,0,0,0,0,0,0,0
RI,2,3,1,625,3,3554.01,1,0,0,0,1,0,0,0,0,0,0,0
IL,4,11,1,654,11,23317.16,1,0,0,0,1,0,0,0,0,0,0,0
CT,5,8,0,577,8,7605.47,1,0,0,0,0,0,1,0,0,0,1,0
NY,2,3,0,565,3,6185.64,1,0,0,0,0,0,1,0,0,0,0,1
IN,2,3,0,847,3,13082.9,0,0,1,0,0,0,1,0,0,0,0,0
IL,3,7,1,1262,7,27124.33,1,0,0,0,0,0,1,0,0,0,0,0
PA,2,2,0,753,2,4808.21,0,0,1,0,0,0,1,0,0,0,0,0
MA,2,3,0,691,3,4938.99,1,0,0,0,0,0,1,0,0,0,0,0
MA,1,-2,0,519,-2,2359.52,0,1,0,0,0,0,1,0,0,0,0,1
NH,2,3,1,534,3,7520.82,0,0,1,0,0,0,1,0,0,0,0,1
IA,5,10,0,933,10,4744.62,1,0,0,0,0,0,1,0,0,0,0,0
MA,4,-2,0,551,-2,3584.94,0,1,0,0,0,0,1,0,0,0,0,0
CT,1,-2,1,712,0,8931.83,0,1,0,0,1,0,0,0,0,0,0,0
NY,2,7,0,580,7,5771.59,1,0,0,0,0,0,1,0,0,0,0,1
IL,1,1,0,751,1,10455.16,1,0,0,0,0,0,1,0,0,0,0,0
IL,3,4,0,873,4,8700.79,1,0,0,0,0,0,1,0,0,0,0,1
MI,2,-2,0,547,3,6009.12,0,1,0,0,0,0,1,0,0,0,0,0
IA,3,10,1,943,7,5631.66,1,0,0,0,1,0,0,0,0,0,0,0
NY,2,20,0,576,20,15515.63,1,0,0,0,0,0,1,0,0,0,0,1
MA,4,5,0,681,5,6187.2,0,0,1,0,0,0,1,0,0,0,0,1
MA,1,1,1,607,1,2167.01,1,0,0,0,0,0,1,0,0,0,0,0
IL,4,2,0,849,2,5092.72,0,0,1,0,0,0,1,0,0,0,0,1
RI,3,1,0,503,1,4284.63,1,0,0,0,0,1,0,0,0,0,0,1
NJ,4,7,0,1120,7,13479.69,0,0,1,0,0,0,1,0,0,0,0,1
NH,6,5,0,562,5,16562.48,1,0,0,0,0,0,1,0,0,0,0,1
NY,1,-2,0,550,-2,2999.34,0,1,0,0,0,0,1,0,0,0,0,0
IA,3,4,0,930,4,8357.84,0,0,1,0,0,0,1,0,0,0,0,1
NY,1,2,0,820,2,9979.35,1,0,0,0,0,1,0,0,0,0,0,1
RI,2,2,0,720,2,4415.63,1,0,0,0,0,0,1,0,0,0,0,1
RI,4,16,0,772,16,9743.69,0,0,1,0,0,0,1,0,0,0,0,1
NE,2,4,1,1201,4,11446.64,1,0,0,0,0,0,1,0,0,0,0,1
NY,3,3,0,579,3,13939.32,1,0,0,0,0,0,1,0,0,0,0,0
IL,2,3,0,775,3,3833.85,1,0,0,0,0,0,1,0,0,0,0,0
MA,5,4,0,612,4,7228.66,1,0,0,0,0,0,1,0,0,0,0,0
IL,2,3,0,735,3,10155.04,0,0,1,0,0,0,1,0,0,0,0,1
PA,2,3,0,844,3,7067.41,0,0,1,0,0,0,1,0,0,0,0,0
RI,3,6,1,632,6,6256.17,0,0,1,0,0,0,1,0,0,0,0,1
PA,2,3,1,545,3,7165.94,1,0,0,0,0,0,1,0,0,0,0,0
NH,3,5,0,779,5,3960.11,1,0,0,0,0,0,1,0,0,0,0,1
IL,1,-2,0,1119,-2,2163.99,0,1,0,0,0,0,1,0,0,0,0,0
IL,1,0,0,996,1,9816.94,0,0,1,0,0,0,1,0,0,0,0,1
MI,1,2,1,668,2,7618.05,1,0,0,0,1,0,0,0,0,0,0,0
MA,1,-2,1,716,-2,5560.23,0,1,0,0,1,0,0,0,0,0,0,0
MA,3,4,0,474,4,4165.23,1,0,0,0,0,0,1,0,0,0,0,0
NJ,1,2,0,1132,2,6375.27,0,0,1,0,0,0,1,0,0,0,0,1
CT,5,2,1,771,2,10740.92,0,0,1,0,0,0,1,0,0,0,0,0
MI,2,1,0,579,1,3940.84,0,0,1,0,0,0,1,0,0,0,0,0
PA,1,2,0,736,2,6732.47,0,0,1,0,0,0,1,0,0,0,0,1
PA,2,-2,0,830,-2,3067.87,0,1,0,0,0,0,1,0,0,0,0,0
IA,1,2,0,1091,2,5615.07,0,0,1,0,0,0,1,0,0,0,0,0
MA,3,20,0,544,20,23107.32,1,0,0,0,0,1,0,0,0,0,0,1
NY,1,-2,1,554,-2,2246.51,0,1,0,0,1,0,0,0,0,0,0,0
PA,2,3,1,861,3,8963.78,1,0,0,0,0,0,1,0,0,0,0,1
NY,1,1,0,539,1,5057.18,0,0,1,0,0,0,1,0,0,0,0,1
IL,2,3,0,1021,3,7151.76,0,0,1,0,0,0,1,0,0,0,0,1
MI,7,5,0,741,5,1673.3,1,0,0,0,0,0,1,0,0,0,0,0
IL,2,-2,0,928,-2,3723.23,0,1,0,0,0,0,1,0,0,0,0,0
MI,2,2,0,585,2,8885.65,1,0,0,0,0,0,1,0,0,0,0,1
IN,1,2,1,849,2,10973.61,1,0,0,0,1,0,0,0,0,0,0,0
PA,1,-2,1,542,-2,6621.51,0,1,0,0,1,0,0,0,0,0,0,0
OH,1,3,1,628,3,4653.89,1,0,0,0,1,0,0,0,0,0,0,0
MI,2,4,0,668,4,10001.86,0,0,1,0,0,0,1,0,0,0,0,0
IN,2,2,1,935,2,15764.77,1,0,0,0,0,0,1,0,0,0,0,1
MA,2,2,0,612,2,8547.31,1,0,0,0,0,0,1,0,0,0,0,0
NH,2,3,0,503,3,7331.85,0,0,1,0,0,0,1,0,0,0,0,1
PA,4,8,1,704,8,13974.03,1,0,0,0,0,0,1,0,0,0,0,1
PA,2,5,0,772,5,28085.3,1,0,0,0,0,0,1,0,0,0,1,0
MI,2,5,1,797,5,13289.98,1,0,0,0,0,0,1,0,0,0,0,1
OH,2,7,0,1078,7,9433.7,1,0,0,0,0,0,1,0,0,0,0,1
CT,3,-2,1,744,-2,2514.64,0,1,0,0,1,0,0,0,0,0,0,0
IN,1,2,1,913,7,12854.23,1,0,0,0,1,0,0,0,0,0,0,0
IL,6,10,0,810,10,10459.86,0,0,1,0,0,0,1,0,0,0,0,1
NE,2,3,0,992,3,10659.1,1,0,0,0,0,0,1,0,0,0,0,1
OH,2,-2,1,935,-2,6208.18,0,1,0,0,0,0,1,0,0,0,0,0
NY,3,14,0,509,14,6377.73,1,0,0,0,0,0,1,0,0,0,0,0
CT,2,1,0,781,3,4197.31,0,0,1,0,0,0,1,0,0,0,0,0
MA,3,-2,0,721,-2,4055.54,0,1,0,0,0,1,0,0,0,0,0,0
NJ,1,1,0,426,1,4591.54,1,0,0,0,0,1,0,0,0,0,0,0
NJ,1,-2,0,760,-2,1511.53,0,1,0,0,1,0,0,0,0,0,0,0
IL,2,1,0,1038,1,11642.17,0,0,1,0,0,0,1,0,0,0,0,0
RI,1,2,0,439,2,5679.78,1,0,0,0,0,1,0,0,0,0,0,0
MI,4,5,1,531,5,18011.69,0,0,1,0,0,0,1,0,0,0,0,1
IA,1,1,0,954,2,3138.4,0,0,1,0,0,0,1,0,0,0,0,0
OH,2,5,0,937,5,13491.7,1,0,0,0,0,0,1,0,0,0,0,0
IN,5,15,1,809,15,10554.14,1,0,0,0,0,0,1,0,0,0,0,0
MA,1,-2,0,732,-2,246.11,0,1,0,0,0,0,1,0,0,0,0,0
MA,4,6,1,791,6,11542.92,1,0,0,0,0,0,0,0,1,0,0,1
CT,3,-2,0,823,-2,4123.36,0,1,0,0,0,0,1,0,0,0,0,0
MA,2,4,0,540,4,14672.44,1,0,0,0,0,0,1,0,0,0,0,1
RI,6,-2,0,743,-2,1164.91,0,1,0,0,0,0,0,0,0,0,0,1
MA,1,1,1,466,1,1592.84,1,0,0,0,1,0,0,0,0,0,0,1
IL,2,3,1,971,3,7176.49,1,0,0,0,1,0,0,0,0,0,0,0
RI,5,2,0,597,2,9310.35,1,0,0,0,0,1,0,0,0,0,0,1
IL,2,5,0,632,5,9415.41,0,0,1,0,0,0,1,0,0,0,0,1
MI,1,1,0,579,1,7345.53,0,0,1,0,0,0,1,0,0,0,0,1
RI,3,4,0,729,4,5050.6,0,0,1,0,0,0,1,0,0,0,1,0
MA,2,2,0,747,2,3328.91,1,0,0,0,1,0,0,0,0,0,0,1
NY,4,4,0,352,4,8454.03,0,0,1,0,0,0,1,0,0,0,0,1
IL,1,-2,1,1063,-2,6452.39,0,1,0,0,1,0,0,0,0,0,0,0
NJ,2,-2,0,980,-2,2986.54,0,1,0,0,0,0,1,0,0,0,0,0
MI,1,0,0,550,0,2442.47,1,0,0,0,0,0,1,0,0,0,0,0
PA,7,2,1,889,2,13499.5,1,0,0,0,0,0,1,0,0,0,0,0
MI,3,4,0,651,4,3325.89,0,0,1,0,0,0,1,0,0,0,0,0
NE,6,10,0,1029,10,9411.08,1,0,0,0,0,0,1,0,0,0,0,1
IA,1,2,1,1148,2,2135.81,1,0,0,0,0,0,1,0,0,0,0,0
MI,5,6,1,564,6,13726.89,0,0,1,0,0,0,1,0,0,0,0,1
NH,2,4,1,757,4,5325.68,1,0,0,0,0,1,0,0,0,0,0,1
RI,2,-2,1,694,5,3908.06,0,1,0,0,1,0,0,0,0,0,0,0
CT,1,2,0,771,2,4574.63,1,0,0,0,0,1,0,0,0,0,0,1
NE,2,7,0,960,7,18935.64,1,0,0,0,0,0,1,0,0,0,0,1
MA,4,6,0,738,6,3440.06,0,0,1,0,0,0,1,0,0,0,0,1
NJ,2,2,0,1174,2,6320.11,0,0,1,0,0,0,1,0,0,0,0,1
NH,1,-2,0,618,-2,2352.56,0,1,0,0,0,0,1,0,0,0,0,0
MA,1,-2,0,522,-2,3156.51,0,1,0,0,1,0,0,0,0,0,0,0
PA,6,6,0,814,12,20262.64,1,0,0,0,1,0,0,0,0,0,0,0
CT,3,4,0,721,4,10362.77,0,0,1,0,0,0,1,0,0,0,0,1
NH,2,6,0,484,6,2764.8,1,0,0,0,0,0,0,0,1,0,0,0
CT,2,5,0,757,5,10602.73,1,0,0,0,0,1,0,0,0,0,0,1
NJ,1,3,0,717,3,2853.58,1,0,0,0,0,1,0,0,0,0,0,0
IN,1,7,0,811,7,6093.22,1,0,0,0,0,0,1,0,0,0,0,0
NH,2,3,0,573,3,6494.67,0,0,0,1,0,0,0,0,1,0,0,0
CT,7,4,1,721,4,12684.06,1,0,0,0,0,0,0,0,1,0,0,1
IN,4,3,1,1232,3,29444.88,1,0,0,0,1,0,0,0,0,0,0,0
IN,2,7,0,1087,7,11617.56,1,0,0,0,0,0,1,0,0,0,0,1
NH,1,7,0,506,7,6042.72,1,0,0,0,0,0,1,0,0,0,0,0
NY,2,-2,1,558,-2,7800.8,0,1,0,0,1,0,0,0,0,0,0,0
MA,2,4,0,585,3,7962.31,0,0,1,0,0,0,1,0,0,0,0,1
OH,2,2,0,907,2,9293.12,1,0,0,0,0,0,1,0,0,0,0,0
MA,2,3,0,719,3,6651.71,1,0,0,0,0,0,1,0,0,0,0,1
PA,1,-2,1,765,-2,5502.12,0,1,0,0,1,0,0,0,0,0,0,0
OH,1,1,0,794,1,5185.35,1,0,0,0,0,0,1,0,0,0,0,0
MA,2,-2,1,637,6,3531.81,0,1,0,0,1,0,0,0,0,0,0,0
IL,2,7,0,639,7,8275.23,0,0,1,0,0,0,1,0,0,0,0,0
IN,1,2,0,789,2,12226.48,1,0,0,0,0,0,1,0,0,0,0,0
NJ,4,2,1,1152,2,27211.37,1,0,0,0,0,0,1,0,0,0,0,0
MA,4,7,0,522,7,800.5,0,0,1,0,0,0,1,0,0,0,0,1
IA,1,-2,0,1180,-2,5291.15,0,1,0,0,0,0,1,0,0,0,0,0
NY,2,2,0,559,2,5806.63,0,0,1,0,0,0,1,0,0,0,0,1
MA,3,4,1,481,5,10153.64,1,0,0,0,0,0,1,0,0,0,0,0
IN,6,7,0,820,7,17920.51,0,0,1,0,0,0,1,0,0,0,0,1
IA,3,17,0,1108,17,9120.7,0,0,1,0,0,0,1,0,0,0,0,0
MA,1,1,1,643,1,5927.69,1,0,0,0,0,1,0,0,0,0,0,1
MA,1,1,0,580,1,1844.6,1,0,0,0,0,0,1,0,0,0,0,0
MI,2,-2,1,490,-2,4211.47,0,1,0,0,0,0,1,0,0,0,0,0
RI,2,-2,1,721,-2,5165.08,0,1,0,0,0,0,1,0,0,0,0,0
MI,2,0,1,568,0,4651.7,1,0,0,0,0,0,1,0,0,0,0,1
CT,1,3,1,768,3,11493.4,1,0,0,0,0,0,0,0,1,0,0,1
NJ,3,3,0,953,3,11174.91,0,0,1,0,0,0,1,0,0,0,0,1
OH,2,4,0,771,4,9558.98,1,0,0,0,0,0,1,0,0,0,0,1
RI,4,7,1,534,7,20064.46,1,0,0,0,1,0,0,0,0,0,0,1
MA,6,6,0,768,6,12673.73,1,0,0,0,1,0,0,0,0,0,0,0
NY,4,4,0,534,4,5382.97,0,0,1,0,0,0,1,0,0,0,0,1
NY,1,4,0,507,4,7114.59,1,0,0,0,0,0,1,0,0,0,0,1
NY,1,5,0,603,5,5312.58,1,0,0,0,0,0,1,0,0,0,0,0
MA,3,5,0,503,5,10547.66,1,0,0,0,0,1,0,0,0,0,0,1
MA,2,1,0,726,-2,14802.96,1,0,0,0,1,0,0,0,0,0,0,0
IL,5,-2,1,673,-2,7568.47,0,1,0,0,1,0,0,0,0,0,0,0
NH,1,-2,0,569,-2,1912.22,0,1,0,0,0,0,1,0,0,0,0,0
MI,4,3,0,544,3,10453.48,0,0,1,0,0,0,1,0,0,0,0,1
NE,1,3,0,951,3,6404.7,1,0,0,0,0,0,1,0,0,0,0,1
MI,3,6,0,605,6,11594.64,0,0,1,0,0,0,1,0,0,0,0,1
CT,1,1,0,690,5,4998.31,1,0,0,0,0,1,0,0,0,0,0,1
IL,5,7,0,882,5,19259.08,1,0,0,0,0,0,1,0,0,0,1,0
OH,2,3,0,789,3,4022.13,1,0,0,0,0,0,1,0,0,0,0,0
IN,2,3,0,1059,3,6279.19,0,0,1,0,0,0,1,0,0,0,0,1
MI,3,2,0,571,2,5435.63,1,0,0,0,0,0,1,0,0,0,0,0
IL,2,-2,1,695,-2,7457.83,0,1,0,0,1,0,0,0,0,0,0,0
NE,1,1,0,925,1,5018.73,1,0,0,0,0,0,1,0,0,0,0,0
MA,2,9,0,605,9,8454.63,0,0,1,0,0,0,1,0,0,0,0,1
IL,1,-2,1,813,-2,2753.75,0,1,0,0,0,0,1,0,0,0,0,0
OH,3,1,0,964,1,6896.84,1,0,0,0,0,0,1,0,0,0,0,0
NJ,2,2,1,670,2,14488.32,1,0,0,0,0,1,0,0,0,0,0,1
NJ,2,-2,1,1103,-2,8205.36,0,1,0,0,1,0,0,0,0,0,0,0
MI,1,1,0,759,1,5846.02,1,0,0,0,0,0,1,0,0,0,1,0
MA,2,3,1,580,3,5636.72,1,0,0,0,0,1,0,0,0,0,0,1
OH,1,3,0,1076,3,3441.7,1,0,0,0,0,0,1,0,0,0,0,0
RI,1,4,0,754,4,3454.65,1,0,0,0,0,0,1,0,0,0,0,1
MI,2,5,0,506,5,8054.5,1,0,0,0,0,0,1,0,0,0,0,1
PA,2,3,0,750,3,7666.92,1,0,0,0,0,0,1,0,0,0,0,0
MA,2,3,1,315,3,10312.93,1,0,0,0,1,0,0,0,0,0,1,0
IN,2,5,1,788,5,12920.26,1,0,0,0,0,0,1,0,0,0,0,1
MI,1,3,0,549,3,1804.75,0,0,1,0,0,0,1,0,0,0,0,0
NE,1,-2,1,1143,-2,3905.6,0,1,0,0,1,0,0,0,0,0,0,0
RI,2,3,0,696,3,5842.25,0,0,1,0,0,0,1,0,0,0,0,0
MA,2,1,0,511,1,3328.28,0,0,1,0,0,0,1,0,0,0,0,1
IL,1,0,0,852,-2,2206.25,1,0,0,0,0,0,1,0,0,0,0,0
MA,3,10,0,540,10,12965.14,1,0,0,0,0,0,1,0,0,0,0,1
