"TYPETHERM","HEATCNTL","TEMPHOME","TEMPGONE","TEMPNITE","COOLCNTL","TEMPHOMEAC","TEMPGONEAC","TEMPNITEAC","ZHEATCNTL","ZTEMPGONE","ZTEMPGONEAC","ZTEMPHOME","ZTEMPHOMEAC","ZTEMPNITE","ZTEMPNITEAC","ZTYPETHERM","DOEID","NWEIGHT"
1,2,75,75,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,117838,7868.5015868
2,1,75,75,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,106155,5221.6100849
0,4,75,75,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,109287,8642.5016461
0,2,75,75,80,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,117130,23836.91436
0,2,70,75,70,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,105016,10230.774075
2,2,77,75,78,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,101165,12216.202694
0,5,73,75,71,-2,-2,-2,-2,1,1,-2,1,-2,1,-2,1,111267,17417.52419
1,1,75,75,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,105305,10461.190464
0,5,75,75,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,112689,9912.5651552
2,4,79,75,79,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,116921,11194.567105
2,2,80,75,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,102979,5221.9559803
2,1,72,75,80,-2,-2,-2,-2,0,1,-2,0,-2,1,-2,0,111390,1820.3622187
0,5,75,75,65,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,104466,5426.7349479
0,4,70,75,72,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,103136,4300.7637729
1,1,75,75,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,117043,8204.4207528
2,1,75,75,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,115211,567.12602125
1,1,75,75,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,110822,1098.2247018
0,2,75,75,85,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,110001,11376.961257
2,1,75,75,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,101067,11496.447432
0,5,75,75,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,109956,11625.760952
0,5,75,75,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,109350,8001.0868692
1,1,74,75,74,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,113826,8736.8663342
0,4,80,75,70,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,1,114623,2187.5538452
1,1,75,75,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,101763,1052.3013285
2,1,70,75,73,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,118350,3924.5433286
0,4,75,75,60,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,113064,1362.0453366
1,1,75,75,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,108126,568.06958063
0,4,75,75,70,-2,-2,-2,-2,1,0,-2,0,-2,0,-2,0,106858,11221.59212
3,1,76,76,76,2,50,50,50,0,0,0,0,0,0,0,0,104089,14021.957887
1,1,76,76,76,1,65,65,65,0,0,0,0,0,0,0,0,100239,8541.3141172
2,1,76,76,76,1,67,65,65,0,0,0,0,0,0,0,0,110490,8397.2775791
2,3,76,76,76,1,68,68,68,0,0,0,0,0,0,0,0,109582,18703.77223
1,1,76,76,76,1,68,68,68,0,0,1,0,1,0,1,0,108936,9319.1535102
2,1,76,76,76,1,68,68,72,0,0,0,0,0,0,0,0,112858,9915.5537907
1,2,76,76,76,2,68,68,68,0,0,0,0,0,0,0,0,106960,9491.2541245
1,1,76,76,76,1,68,70,68,0,0,1,0,1,0,1,0,108137,5689.929248
2,3,78,76,78,3,68,74,64,0,0,0,0,0,0,0,0,106683,1536.6284634
0,4,72,76,70,4,68,80,68,0,0,0,0,0,0,0,0,105843,19224.109469
1,1,76,76,73,1,68,75,68,0,0,0,0,0,0,0,0,103487,7779.253352
3,3,76,76,68,3,69,74,68,0,0,0,0,0,0,0,0,100006,7249.5395615
1,2,76,76,76,2,69,68,68,0,0,0,0,0,0,0,0,101939,3760.0618386
1,2,76,76,70,1,70,70,70,0,0,0,0,0,0,0,0,106415,12224.167086
1,2,76,76,68,1,70,70,70,0,0,0,0,0,0,0,0,100478,7788.6344947
2,1,72,76,70,1,70,75,70,0,0,0,0,0,0,0,0,118407,9661.7719881
3,3,70,76,70,3,70,76,70,0,0,0,0,0,0,0,0,116675,4333.3253287
2,4,72,76,70,4,70,72,70,0,1,0,0,0,1,0,0,104535,11083.726725
1,2,74,76,72,2,70,74,69,0,0,0,0,0,0,0,0,109263,6023.9588003
3,3,72,76,69,3,70,74,70,0,0,0,0,0,0,0,0,115149,8949.8840548
2,1,76,76,76,1,70,70,70,0,0,0,0,0,0,0,0,101722,4467.0532927
0,5,76,76,70,5,70,70,70,0,0,0,0,0,0,0,0,104520,10863.635002
0,5,76,76,76,5,70,77,70,0,0,0,0,0,0,0,0,109810,9059.7676297
1,1,76,76,76,1,71,71,71,0,0,0,0,0,0,0,0,107451,17883.375489
2,2,71,76,69,2,71,76,69,0,0,0,0,0,0,0,0,110888,4640.3545005
2,1,76,76,76,1,72,72,72,0,0,0,0,0,0,0,0,102782,1823.8819284
1,2,72,76,67,2,72,76,67,0,0,0,0,0,0,0,0,109494,12479.158314
2,2,79,76,79,5,72,77,72,0,1,1,0,1,0,1,0,115870,7561.5649633
1,1,76,76,76,4,72,72,72,0,0,0,0,0,0,0,0,116533,2943.7989766
3,3,72,76,70,3,72,76,70,0,0,0,0,0,0,0,0,111119,8686.7304463
2,1,76,76,76,1,72,72,72,0,0,0,0,0,0,0,0,102751,10693.053557
1,2,76,76,72,2,72,72,72,1,0,0,0,0,0,0,0,111314,11130.624928
2,3,70,76,60,3,72,72,75,0,0,0,0,0,0,0,0,103184,7589.8959438
3,3,73,76,74,3,72,77,72,0,0,0,0,0,0,0,0,116846,11268.138117
1,1,76,76,76,1,72,72,72,0,0,0,0,0,0,0,0,109079,5729.2627402
1,1,76,76,76,1,72,72,72,0,0,0,0,0,0,0,0,109835,5924.4175907
0,4,78,76,80,1,72,70,73,0,0,0,0,0,0,0,0,110206,12085.21223
2,1,76,76,76,1,72,72,72,0,0,0,0,0,0,0,0,116924,7385.9305374
2,1,76,76,76,1,72,72,72,0,0,0,0,0,0,0,0,105289,8146.8977931
1,1,76,76,76,1,72,73,72,0,0,0,0,0,0,0,0,106953,8855.8816407
2,1,76,76,76,1,72,72,72,0,0,0,0,0,0,0,0,114950,4934.8574576
1,1,72,76,69,1,72,74,69,0,0,0,0,0,0,0,0,110713,8302.4794891
3,3,76,76,76,1,72,72,72,0,0,0,0,0,0,0,0,105768,3840.7345235
0,2,70,76,70,1,72,72,72,0,0,0,0,0,0,0,0,105671,6820.8675577
1,2,74,76,75,2,72,74,74,0,0,0,0,0,0,0,0,112724,18781.395699
2,2,76,76,76,1,72,72,72,0,0,0,0,0,0,0,0,114808,4768.0381691
1,1,76,76,76,1,72,72,72,0,0,0,0,0,0,0,0,106898,1615.8123623
2,1,76,76,76,1,73,73,73,0,0,0,0,0,0,0,0,109938,7956.915084
0,4,76,76,76,4,73,84,72,0,0,0,0,0,0,0,0,109483,1459.0105572
2,2,73,76,68,2,73,76,68,0,0,0,0,0,0,0,0,104922,12720.53673
2,1,76,76,78,1,74,74,74,0,0,0,0,0,0,0,0,104282,7323.1571911
1,1,76,76,76,1,74,74,74,0,0,0,0,0,0,0,0,103946,1933.9121257
2,2,76,76,76,4,74,74,74,0,0,0,0,0,0,0,0,101800,21405.05537
3,1,76,76,76,1,74,74,74,0,0,0,0,0,0,0,0,117943,7676.4519223
2,1,78,76,78,2,74,76,74,0,0,0,0,0,0,0,0,107329,5781.1558708
0,2,78,76,78,2,74,76,78,0,0,0,0,0,0,0,0,113124,6731.0649033
1,1,76,76,76,1,74,74,74,0,0,0,0,0,0,0,0,112501,9705.8276672
1,1,76,76,76,1,74,74,74,0,0,0,0,0,0,0,0,115704,6109.0257209
1,1,76,76,76,1,74,74,74,0,0,0,0,0,0,0,0,116993,15409.679136
2,2,70,76,70,2,74,78,72,0,0,0,0,0,0,0,0,107502,13798.996491
2,1,74,76,74,1,74,74,74,0,0,0,0,0,0,0,0,103968,10462.240753
2,3,74,76,70,1,74,76,70,0,0,0,0,0,0,0,0,108134,11061.198519
1,1,76,76,76,2,74,74,68,0,0,0,0,0,0,0,0,105659,6953.1829735
2,1,76,76,76,1,74,74,74,0,0,0,0,0,0,0,0,118314,10116.034126
2,1,76,76,76,1,74,74,74,0,0,0,0,0,0,0,0,108804,6176.5743088
0,5,76,76,76,4,74,74,74,0,0,0,0,0,0,0,0,117883,8047.6174149
2,1,74,76,73,1,74,76,72,0,0,0,0,0,0,0,0,113967,15107.858997
1,1,76,76,76,1,74,80,74,0,0,0,0,0,0,0,0,115257,5446.4154054
2,2,80,76,76,2,74,72,72,0,0,0,0,0,0,0,0,118102,8791.9399942
2,4,76,76,72,2,74,74,72,0,0,0,0,0,0,0,0,106736,7485.2188139
2,1,76,76,76,1,74,77,74,0,0,0,0,0,0,0,0,118483,16101.202179
2,1,73,76,73,1,75,75,73,0,0,0,0,0,0,0,0,102336,4280.9480581
2,2,76,76,73,1,75,75,73,0,0,0,0,0,0,0,0,105679,7462.3492561
2,1,76,76,72,1,75,75,72,0,0,0,0,0,0,0,0,100863,4145.7121175
2,3,75,76,75,3,75,75,75,0,0,0,0,0,0,0,0,103272,9660.9516629
2,4,76,76,76,4,75,80,75,0,1,0,1,0,1,0,1,102548,3917.4160435
3,3,76,76,76,3,75,78,75,0,0,0,0,0,0,0,0,105111,9121.2930226
2,4,76,76,76,1,75,75,75,0,0,0,0,0,0,0,0,114247,8949.8840548
2,1,75,76,75,1,75,76,75,0,0,0,0,0,0,0,0,110599,8695.308892
3,4,50,76,70,3,75,75,75,1,1,1,0,1,0,1,0,104093,4364.5380281
2,1,76,76,76,1,75,75,75,0,0,0,0,0,0,0,0,107901,7080.8525502
2,1,76,76,76,1,75,75,75,0,0,0,0,0,0,0,0,100608,5026.4855128
2,1,76,76,76,1,75,75,75,0,0,0,0,0,0,0,0,114067,16829.245474
2,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,110255,16531.131523
2,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,107899,3920.4734888
1,2,76,76,76,2,76,76,76,0,0,0,0,0,0,0,0,104374,6864.4792449
1,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,116207,11448.209678
1,2,76,76,73,2,76,76,75,0,0,0,0,0,0,0,0,106082,2232.5034516
2,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,113983,7591.5905766
1,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,102265,4452.9071678
1,1,78,76,78,1,76,78,76,0,0,0,0,0,0,0,0,103902,11142.966035
3,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,102883,8757.6451734
1,4,76,76,74,4,76,76,74,0,0,0,0,0,0,0,0,101045,1606.275444
2,3,76,76,76,3,76,76,76,0,0,0,0,0,0,0,0,109019,12837.606271
1,4,76,76,70,1,76,80,76,0,0,0,0,0,0,0,0,117015,8804.4902043
1,2,76,76,72,1,76,76,76,0,0,0,0,0,0,0,0,115804,5543.0071983
1,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,105064,8877.7589787
2,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,102914,7131.9832595
2,1,73,76,73,1,76,78,76,0,0,0,0,0,0,0,0,113424,12119.054334
1,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,103421,10933.982891
2,1,76,76,75,1,76,76,75,0,0,0,0,0,0,0,0,111549,11189.768318
2,1,76,76,76,1,76,70,70,0,0,1,0,0,0,1,0,109939,6465.6540789
1,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,115497,12495.157388
1,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,105189,5911.9681561
1,2,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,108937,18949.050915
2,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,105898,7811.3238271
1,1,76,76,76,1,76,80,76,0,0,0,0,0,0,0,0,102301,19182.418709
2,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,100244,9446.2153638
1,4,76,76,76,4,76,76,76,0,0,0,0,0,0,0,0,104875,7149.0842949
2,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,108185,11954.059647
2,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,114186,5911.9681561
1,1,76,76,76,2,76,76,72,0,0,0,0,0,0,0,0,108594,6981.4516668
1,1,76,76,76,4,76,76,76,0,0,0,0,0,0,0,0,117460,4220.7088087
2,1,76,76,76,1,76,76,76,0,0,0,0,0,0,0,0,113197,4917.2282485
0,4,76,76,76,4,76,85,76,0,0,0,0,0,0,0,0,116065,8187.868876
2,2,76,76,76,2,76,77,77,0,0,0,0,0,0,0,0,101718,6996.0069639
1,1,76,76,76,4,76,76,76,0,0,0,0,0,0,0,0,100202,4141.0337059
2,1,75,76,76,1,76,76,76,0,0,0,0,0,0,0,0,115617,5513.2237981
1,4,80,76,80,1,77,78,78,0,0,0,0,0,0,0,0,108905,3450.2400811
2,2,78,76,76,2,78,78,75,0,0,0,0,0,0,0,0,112971,6184.9988492
1,1,76,76,65,1,78,76,76,0,0,0,0,0,0,0,0,117173,5627.9125732
1,1,76,76,76,4,78,70,78,0,1,1,0,0,0,0,0,105377,10343.364551
2,1,76,76,76,1,78,78,78,0,0,0,0,0,0,0,0,100376,4090.0704095
1,1,78,76,78,1,78,78,76,0,0,0,0,0,0,0,0,117134,7710.4886393
2,3,76,76,75,3,78,78,75,0,0,0,0,0,0,0,0,100041,6945.9999588
2,3,76,76,70,3,78,78,74,0,0,0,0,0,0,0,0,115473,11646.130764
1,1,76,76,76,1,78,78,78,0,0,0,0,0,0,0,0,104304,9212.5333793
3,2,76,76,78,3,78,75,78,0,0,0,0,0,0,0,0,111147,14323.652209
2,1,76,76,76,4,78,80,76,0,0,0,0,0,0,0,0,112821,5492.5920052
1,1,76,76,76,1,78,78,78,0,0,0,0,0,0,0,0,118442,4381.2198137
3,1,76,76,74,3,79,80,77,0,0,0,0,0,0,0,0,107798,12787.745614
1,1,75,76,60,1,79,79,72,0,0,0,0,0,0,0,0,116042,5068.6093643
1,1,76,76,76,1,80,85,80,0,0,0,0,0,0,0,0,103685,11547.678833
3,3,76,76,76,3,80,80,78,0,0,0,0,0,0,0,0,102846,3361.3414576
1,4,76,76,76,4,80,80,80,0,0,0,0,0,1,0,0,104673,6565.2390835
2,3,76,76,75,3,80,80,80,0,0,0,0,0,0,0,0,106140,9277.8525162
2,1,76,76,76,1,80,80,80,0,0,0,0,0,0,0,0,100942,5950.2824548
2,1,76,76,76,1,80,80,80,0,0,0,0,0,0,0,1,103603,4487.5004859
0,5,76,76,68,5,80,80,68,0,0,0,0,0,0,0,0,108397,11704.122155
0,2,76,76,76,2,85,85,85,0,0,0,0,0,0,0,0,105894,10604.985388
1,4,76,76,76,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,104255,7360.3938796
1,2,76,76,80,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,115003,10030.842273
2,1,76,76,76,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,105838,3022.5234764
1,1,76,76,76,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,112023,1155.8562549
1,1,76,76,76,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,101780,9478.2817027
2,1,80,76,76,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,101380,15075.746661
1,2,73,76,74,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,106356,10955.222534
2,1,76,76,76,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,117775,8506.6749642
2,2,77,76,77,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,101058,913.37730344
2,2,77,76,77,-2,-2,-2,-2,0,1,-2,1,-2,1,-2,0,114858,595.64450776
1,1,76,76,76,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,1,105713,17898.854361
2,1,65,76,65,-2,-2,-2,-2,0,1,-2,0,-2,0,-2,0,112404,7595.9610556
1,2,77,77,77,2,60,60,60,0,0,0,0,0,0,0,0,101224,7376.259223
2,2,77,77,73,2,60,73,68,0,0,1,0,0,0,1,0,101028,3681.8385931
1,2,77,77,74,2,65,65,65,0,0,0,0,0,0,0,0,102024,9253.6856419
0,5,77,77,77,4,65,65,65,0,0,0,0,0,0,0,0,108418,12161.045812
2,2,77,77,77,4,65,65,65,0,0,0,0,0,0,0,0,113045,12091.586147
2,1,77,77,70,1,65,65,65,0,0,0,0,0,0,0,0,115079,5497.5040551
2,1,77,77,77,1,66,66,66,0,0,0,0,0,0,0,0,110720,8249.7851454
2,4,70,77,76,4,68,76,76,0,1,1,0,0,1,1,0,109985,5553.3305521
3,3,68,77,68,3,68,77,68,0,0,0,0,0,0,0,0,102852,7261.0846376
3,1,77,77,77,1,68,75,68,1,1,1,1,1,1,1,1,107672,8561.3361707
0,99,74,77,68,4,69,78,69,0,0,0,0,0,0,0,0,115045,1722.9822735
0,4,80,77,80,2,70,75,70,0,0,0,0,0,0,0,0,117276,12506.707514
1,1,77,77,77,1,70,70,70,0,0,0,0,0,0,0,0,101195,14334.626967
2,1,77,77,77,1,72,72,72,0,0,0,0,0,0,0,0,108707,9380.9204813
2,1,77,77,77,1,72,76,72,0,0,1,0,1,0,1,0,110893,10508.731722
1,2,74,77,74,1,72,77,73,0,0,0,0,0,0,0,0,104060,8307.3902567
2,1,77,77,77,1,72,72,72,0,0,0,0,0,0,0,0,106086,5935.9406695
2,2,79,77,77,2,72,72,68,0,0,0,0,0,0,1,0,105162,3672.92017
1,1,74,77,72,1,72,74,72,0,0,0,0,0,0,0,0,108359,6977.8389001
1,1,77,77,77,1,73,75,72,0,0,0,0,0,0,1,0,100361,11181.301547
2,1,77,77,77,1,75,75,75,0,0,0,0,0,0,0,0,107369,10498.756618
1,2,77,77,75,2,75,77,73,0,0,0,0,0,0,0,0,109491,7684.5321403
2,2,74,77,71,1,75,61,71,0,0,0,0,0,0,0,0,105252,9947.4136081
2,1,77,77,70,3,75,77,70,0,0,0,0,0,0,0,1,104777,16732.583549
1,1,77,77,77,1,75,75,75,0,0,0,0,0,0,0,0,116354,6811.3896843
2,1,77,77,77,1,75,75,75,0,0,0,0,0,0,0,0,103866,10690.223811
1,2,77,77,73,4,75,75,75,0,0,0,0,0,0,0,0,111086,1648.1657216
1,2,77,77,77,5,75,75,75,0,0,0,0,0,0,0,0,101149,11118.322754
1,1,77,77,77,1,75,75,75,0,0,0,0,0,0,0,0,114553,8790.3259782
2,1,77,77,77,1,75,75,75,1,0,1,0,0,0,1,1,104353,9031.3453277
2,1,77,77,77,1,75,75,75,0,0,0,0,0,0,0,0,108298,829.82009109
2,1,77,77,77,1,75,77,76,0,0,0,0,0,0,0,0,109678,10153.520392
2,4,73,77,73,1,75,81,73,0,0,0,0,0,0,0,0,110768,9763.6885166
1,2,78,77,76,2,76,76,76,0,0,0,0,0,0,0,0,112567,8406.1456184
3,3,55,77,50,3,76,85,75,0,1,0,0,0,0,0,0,109269,5966.7938918
2,1,77,77,77,1,76,76,76,0,0,0,0,0,0,0,0,100706,7153.5372977
2,1,78,77,79,1,76,77,76,0,0,0,0,0,0,0,0,114230,22176.985343
2,1,77,77,77,1,76,76,76,0,0,0,0,0,0,0,0,113513,14291.42578
2,3,76,77,74,1,76,77,74,0,0,0,0,0,0,0,0,101233,17483.960472
2,2,77,77,77,1,76,76,76,0,0,0,0,0,0,0,0,103035,10404.184805
2,1,77,77,77,1,76,76,76,0,0,0,0,0,0,0,0,118207,3711.4649627
1,2,77,77,77,2,76,80,76,0,0,0,0,0,0,0,0,117269,15203.724705
1,1,77,77,77,1,77,77,77,0,0,0,0,0,0,0,0,112288,9789.1830035
1,2,77,77,77,2,77,77,77,0,0,0,0,0,0,0,0,100495,13235.98477
1,2,77,77,77,2,77,77,77,0,0,0,0,0,0,0,0,108308,8972.8223209
2,1,77,77,77,1,77,77,77,0,0,0,0,0,0,0,0,109282,13814.554854
0,1,77,77,77,1,77,77,77,0,0,0,0,0,0,0,0,117263,3467.0647224
2,2,77,77,72,2,77,77,72,0,0,0,0,0,0,0,0,110105,3449.7237544
1,1,77,77,77,1,77,77,77,0,0,0,0,0,0,0,0,101200,4188.2772364
2,2,77,77,74,1,77,77,74,0,0,0,0,0,0,0,0,106668,10441.998376
2,1,77,77,77,1,77,77,77,0,0,0,0,0,0,0,1,106719,4404.9789535
2,2,77,77,76,2,77,77,76,0,0,0,0,0,0,0,0,117387,13734.444164
2,1,77,77,77,1,77,77,77,0,0,0,0,0,0,0,0,118213,8789.8660033
2,1,77,77,77,1,77,77,77,0,0,0,0,0,0,0,0,118061,11810.18055
1,2,77,77,76,2,77,77,77,0,0,0,0,0,0,0,0,101101,7622.6073088
1,4,77,77,68,2,77,77,77,0,0,0,0,0,0,0,0,106398,3967.8023444
2,1,77,77,77,1,77,77,77,0,0,0,0,0,0,0,0,111061,6742.6942466
2,1,77,77,77,1,77,77,77,0,0,0,0,0,0,0,0,108539,10197.921164
1,1,77,77,77,5,77,80,77,0,0,0,0,0,0,0,0,107657,3399.0800647
1,1,77,77,77,4,77,77,77,0,0,0,0,0,0,0,0,114309,3128.2468791
3,1,77,77,77,1,77,77,77,0,0,0,0,0,0,0,0,104760,4038.7261243
2,1,77,77,77,1,78,78,78,0,0,0,0,0,0,0,0,105496,13995.165196
2,3,74,77,72,4,78,85,78,1,1,1,1,1,1,1,1,106120,12135.468975
1,2,76,77,76,2,78,79,77,0,0,0,0,0,0,0,0,110041,4986.4351718
0,5,77,77,76,5,78,78,80,0,0,0,0,0,0,0,0,103255,11899.232482
3,4,77,77,68,3,78,78,68,0,0,0,0,0,0,0,0,113945,4832.23685
2,1,77,77,77,1,78,78,78,0,0,0,0,0,0,0,0,109909,6729.2958665
2,3,78,77,78,3,78,76,78,0,1,1,0,0,0,0,0,114760,12101.232191
2,3,77,77,77,3,79,79,79,0,0,0,0,0,0,0,0,100901,17435.317206
0,5,77,77,75,4,79,83,82,0,0,0,0,0,0,0,0,101318,10952.510612
1,1,77,77,77,5,80,80,80,0,0,0,0,0,0,0,0,116529,11241.613631
3,3,74,77,70,3,80,77,75,0,0,0,0,0,0,0,0,102696,9288.7486084
2,2,77,77,65,2,80,80,70,0,0,0,0,0,0,0,0,101207,3943.4955502
2,3,77,77,76,4,90,90,80,0,1,1,1,1,1,1,0,100488,11121.868894
0,4,77,77,71,-2,-2,-2,-2,0,0,-2,0,-2,1,-2,1,112058,8037.6163613
1,2,73,77,70,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,111438,6262.60161
1,2,77,77,77,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,115917,9241.4211229
0,1,77,77,77,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,117923,8822.9483932
2,1,77,77,77,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,100521,7790.3727922
2,1,75,77,75,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,117533,14386.315123
2,1,77,77,77,-2,-2,-2,-2,0,0,-2,0,-2,0,-2,0,106015,11411.649195
0,4,72,78,72,4,50,50,50,0,1,0,1,0,1,0,0,117585,6142.550388
1,1,78,78,85,1,50,50,50,1,0,1,0,1,0,1,0,102290,3463.683553
1,2,78,78,80,2,60,60,60,0,0,0,0,0,0,0,0,107119,3807.1194368
2,1,70,78,73,5,60,60,60,0,1,0,0,0,1,0,1,104343,6187.0985473
2,3,78,78,78,3,64,64,64,0,0,0,0,0,0,0,0,112688,8694.1630084
2,1,78,78,78,1,65,65,65,0,0,0,0,0,0,0,0,116029,5060.9332449
1,2,78,78,78,1,67,60,64,0,0,0,0,0,0,0,0,118262,23392.369723
1,2,78,78,78,2,67,67,67,0,0,0,0,0,0,0,0,107771,4746.2932716
0,5,80,78,80,4,68,68,68,0,0,0,0,0,0,0,0,112024,4374.9469622
2,3,68,78,68,3,68,78,68,0,0,0,0,0,0,0,1,111247,3807.3096322
1,1,78,78,78,1,68,68,68,0,0,0,0,0,0,0,0,107675,9523.0008308
1,2,78,78,65,2,68,68,68,0,0,0,0,0,0,0,0,113998,10678.32509
2,3,70,78,68,3,68,76,68,0,1,1,0,0,0,0,0,113032,3607.011016
1,2,78,78,80,2,68,68,70,0,0,0,0,0,0,0,0,103335,5602.1195346
3,3,70,78,66,3,69,75,65,0,0,0,0,0,0,0,0,108588,6516.5636843
1,2,78,78,78,5,69,69,69,0,0,0,0,0,0,0,0,101372,12054.797858
2,2,78,78,80,1,69,69,69,0,0,0,0,0,0,0,0,104903,9782.5527188
1,2,84,78,84,2,70,78,70,0,0,0,0,0,0,0,0,107658,2279.7760432
2,1,78,78,73,1,70,70,70,0,0,0,0,0,0,0,0,106191,1202.5922604
3,4,71,78,65,4,70,74,60,0,1,1,0,0,0,0,0,103450,11178.874909
0,2,78,78,78,2,70,65,65,0,0,0,0,0,0,0,0,112439,11035.695413
1,1,78,78,67,1,70,70,68,0,0,0,0,0,1,1,0,100355,7489.0402457
2,4,70,78,68,4,70,80,68,0,1,1,0,0,0,0,0,112496,11398.6582
2,2,70,78,69,2,70,78,69,0,0,0,0,0,0,0,1,105358,14157.500062
1,1,70,78,70,1,70,75,70,0,0,0,0,0,0,0,0,115021,4071.293505
2,2,70,78,68,2,70,78,68,0,0,0,0,0,0,0,0,100123,16010.121708
1,2,77,78,79,1,70,70,65,0,0,0,0,0,0,0,0,110494,7958.436998
1,2,80,78,78,2,70,68,70,0,0,0,0,0,0,0,0,101538,7838.7661676
1,5,78,78,78,4,72,80,72,0,0,0,0,0,0,0,0,114387,12475.028164
1,2,76,78,72,2,72,78,72,0,0,0,0,0,0,0,0,101731,6063.1717245
2,2,78,78,78,2,72,72,72,0,0,0,0,0,0,0,0,104214,6133.8815224
0,2,75,78,75,2,72,78,72,0,0,0,0,0,0,0,0,113604,8976.1815012
2,2,78,78,75,2,72,72,68,1,0,0,0,0,0,0,0,111103,842.87964689
1,2,78,78,74,1,72,70,70,0,0,1,0,0,0,1,0,107645,9917.0840568
0,5,72,78,72,2,72,75,78,0,0,1,0,0,0,0,0,102709,3934.0074936
0,4,78,78,78,4,72,72,72,0,0,0,0,0,0,0,0,106192,5194.1351722
2,1,78,78,78,1,72,72,68,0,0,0,0,0,0,0,0,109537,6269.6343767
1,1,72,78,72,1,72,78,72,0,0,0,0,0,0,0,0,105436,11079.479559
1,1,78,78,78,1,72,73,70,0,0,0,0,0,0,0,0,101217,7859.5734055
1,2,70,78,78,2,72,72,72,0,0,0,0,0,0,0,0,116112,9395.0833183
2,1,75,78,78,1,72,75,72,0,0,0,0,0,0,0,0,113737,10521.0569
2,1,78,78,78,1,72,72,72,0,0,0,0,0,0,0,0,116670,4206.3895055
3,3,72,78,72,3,72,82,72,0,0,0,0,0,0,0,0,107763,6451.9188914
2,1,78,78,78,1,72,72,72,0,0,0,0,0,0,0,0,118025,2526.0057977
1,2,69,78,69,2,73,79,71,0,0,0,0,0,0,0,0,109274,8148.2412426
2,1,78,78,78,1,73,73,73,0,0,0,0,0,0,0,0,113668,3767.9417606
2,1,73,78,69,1,73,73,73,0,0,0,0,0,1,0,1,105443,7489.0803342
3,2,76,78,75,2,73,78,75,0,0,0,0,0,0,0,0,118230,9471.463802
